,year,month,stateid,price,price-units
3111,2023,10,MI,14.43,cents per kilowatt-hour
3116,2023,10,MN,15.45,cents per kilowatt-hour
3117,2023,10,MN,12.4,cents per kilowatt-hour
3122,2023,10,MS,13.47,cents per kilowatt-hour
3123,2023,10,MS,0.0,cents per kilowatt-hour
3128,2023,10,MO,12.2,cents per kilowatt-hour
3129,2023,10,MO,12.48,cents per kilowatt-hour
3134,2023,10,MT,12.93,cents per kilowatt-hour
3135,2023,10,MT,0.0,cents per kilowatt-hour
3142,2023,07,ME,27.73,cents per kilowatt-hour
3143,2023,07,ME,0.0,cents per kilowatt-hour
3147,2023,07,VT,20.45,cents per kilowatt-hour
3148,2023,07,VT,0.0,cents per kilowatt-hour
3153,2023,07,VA,13.88,cents per kilowatt-hour
3154,2023,07,VA,10.91,cents per kilowatt-hour
3159,2023,07,WA,11.15,cents per kilowatt-hour
3160,2023,07,WA,9.89,cents per kilowatt-hour
3165,2023,07,WV,14.08,cents per kilowatt-hour
3166,2023,07,WV,0.0,cents per kilowatt-hour
3171,2023,07,WI,17.02,cents per kilowatt-hour
3172,2023,07,WI,16.5,cents per kilowatt-hour
3177,2023,07,WY,12.49,cents per kilowatt-hour
3178,2023,07,WY,0.0,cents per kilowatt-hour
3183,2023,07,NEW,26.84,cents per kilowatt-hour
3184,2023,07,NEW,12.52,cents per kilowatt-hour
3189,2023,07,MAT,19.7,cents per kilowatt-hour
3190,2023,07,MAT,14.73,cents per kilowatt-hour
3195,2023,09,WV,14.35,cents per kilowatt-hour
3196,2023,09,WV,0.0,cents per kilowatt-hour
3205,2023,02,NC,12.75,cents per kilowatt-hour
3206,2023,02,NC,7.81,cents per kilowatt-hour
3211,2023,02,ND,10.01,cents per kilowatt-hour
3212,2023,02,ND,0.0,cents per kilowatt-hour
3217,2023,02,OH,14.62,cents per kilowatt-hour
3218,2023,02,OH,5.31,cents per kilowatt-hour
3223,2023,01,KY,12.83,cents per kilowatt-hour
3224,2023,01,KY,0.0,cents per kilowatt-hour
3229,2023,01,LA,11.98,cents per kilowatt-hour
3230,2023,01,LA,9.77,cents per kilowatt-hour
3235,2023,01,ME,24.08,cents per kilowatt-hour
3236,2023,01,ME,0.0,cents per kilowatt-hour
3241,2023,01,MD,15.98,cents per kilowatt-hour
3242,2023,01,MD,10.79,cents per kilowatt-hour
3247,2023,01,MA,32.19,cents per kilowatt-hour
3248,2023,01,MA,7.2,cents per kilowatt-hour
3253,2023,01,MI,18.16,cents per kilowatt-hour
3254,2023,01,MI,12.07,cents per kilowatt-hour
3259,2023,01,MN,13.25,cents per kilowatt-hour
3260,2023,01,MN,11.07,cents per kilowatt-hour
3265,2023,01,MS,12.98,cents per kilowatt-hour
3266,2023,01,MS,0.0,cents per kilowatt-hour
3271,2023,01,MO,10.54,cents per kilowatt-hour
3272,2023,01,MO,7.14,cents per kilowatt-hour
3277,2023,01,MT,11.89,cents per kilowatt-hour
3278,2023,01,MT,0.0,cents per kilowatt-hour
3283,2023,01,NE,9.27,cents per kilowatt-hour
3284,2023,09,WI,17.41,cents per kilowatt-hour
3285,2023,09,WI,19.26,cents per kilowatt-hour
3290,2023,09,WY,12.64,cents per kilowatt-hour
3291,2023,09,WY,0.0,cents per kilowatt-hour
3296,2023,09,NEW,27.37,cents per kilowatt-hour
3297,2023,09,NEW,12.49,cents per kilowatt-hour
3302,2023,09,MAT,20.11,cents per kilowatt-hour
3303,2023,09,MAT,17.58,cents per kilowatt-hour
3310,2023,09,OH,15.59,cents per kilowatt-hour
3311,2023,09,OH,6.68,cents per kilowatt-hour
3316,2023,09,OK,13.03,cents per kilowatt-hour
3317,2023,09,OK,0.0,cents per kilowatt-hour
3322,2023,09,OR,13.19,cents per kilowatt-hour
3323,2023,09,OR,11.28,cents per kilowatt-hour
3328,2023,09,PA,18.02,cents per kilowatt-hour
3329,2023,09,PA,10.6,cents per kilowatt-hour
3334,2023,09,RI,25.27,cents per kilowatt-hour
3338,2023,05,PACN,34.99,cents per kilowatt-hour
3339,2023,05,PACN,0.0,cents per kilowatt-hour
3346,2023,01,AK,21.73,cents per kilowatt-hour
3347,2023,01,AK,0.0,cents per kilowatt-hour
3352,2023,01,AZ,12.63,cents per kilowatt-hour
3353,2023,01,AZ,8.77,cents per kilowatt-hour
3358,2023,01,AR,11.42,cents per kilowatt-hour
3359,2023,01,AR,13.94,cents per kilowatt-hour
3364,2023,01,CA,26.47,cents per kilowatt-hour
3365,2023,01,CA,11.67,cents per kilowatt-hour
3370,2023,01,CO,14.11,cents per kilowatt-hour
3371,2023,01,CO,12.57,cents per kilowatt-hour
3376,2023,01,CT,30.29,cents per kilowatt-hour
3377,2023,01,CT,25.99,cents per kilowatt-hour
3383,2023,01,WV,13.06,cents per kilowatt-hour
3384,2023,01,WV,0.0,cents per kilowatt-hour
3389,2023,01,WI,16.17,cents per kilowatt-hour
3390,2023,01,WI,15.54,cents per kilowatt-hour
3395,2023,10,US,16.48,cents per kilowatt-hour
3396,2023,10,US,12.65,cents per kilowatt-hour
3401,2023,11,AL,14.98,cents per kilowatt-hour
3402,2023,11,AL,0.0,cents per kilowatt-hour
3407,2023,11,AK,24.13,cents per kilowatt-hour
3408,2023,11,AK,0.0,cents per kilowatt-hour
3413,2023,11,AZ,14.55,cents per kilowatt-hour
3414,2023,11,AZ,9.68,cents per kilowatt-hour
3418,2023,01,NE,0.0,cents per kilowatt-hour
3423,2023,01,NV,16.8,cents per kilowatt-hour
3424,2023,01,NV,11.91,cents per kilowatt-hour
3429,2023,01,NH,31.68,cents per kilowatt-hour
3430,2023,01,NH,0.0,cents per kilowatt-hour
3432,2023,01,OK,10.75,cents per kilowatt-hour
3433,2023,01,OK,0.0,cents per kilowatt-hour
3438,2023,01,OR,12.09,cents per kilowatt-hour
3439,2023,01,OR,11.16,cents per kilowatt-hour
3444,2023,01,PA,18.02,cents per kilowatt-hour
3445,2023,01,PA,11.24,cents per kilowatt-hour
3450,2023,01,RI,28.94,cents per kilowatt-hour
3451,2023,01,RI,17.94,cents per kilowatt-hour
3456,2023,01,SC,13.58,cents per kilowatt-hour
3457,2023,01,SC,0.0,cents per kilowatt-hour
3462,2023,01,SD,11.19,cents per kilowatt-hour
3463,2023,01,SD,0.0,cents per kilowatt-hour
3467,2023,09,IN,14.1,cents per kilowatt-hour
3468,2023,09,IN,14.88,cents per kilowatt-hour
3473,2023,09,IA,14.12,cents per kilowatt-hour
3474,2023,09,IA,0.0,cents per kilowatt-hour
3479,2023,09,KS,13.2,cents per kilowatt-hour
3480,2023,09,KS,0.0,cents per kilowatt-hour
3483,2023,05,US,16.14,cents per kilowatt-hour
3484,2023,05,US,12.43,cents per kilowatt-hour
3487,2023,08,CA,29.97,cents per kilowatt-hour
3488,2023,08,CA,13.83,cents per kilowatt-hour
3493,2023,08,CO,14.45,cents per kilowatt-hour
3494,2023,08,CO,13.96,cents per kilowatt-hour
3499,2023,08,CT,27.94,cents per kilowatt-hour
3500,2023,08,CT,22.64,cents per kilowatt-hour
3505,2023,08,DE,15.66,cents per kilowatt-hour
3506,2023,08,DE,0.0,cents per kilowatt-hour
3511,2023,08,DC,16.48,cents per kilowatt-hour
3512,2023,08,DC,10.29,cents per kilowatt-hour
3517,2023,08,FL,14.89,cents per kilowatt-hour
3518,2023,08,FL,10.82,cents per kilowatt-hour
3523,2023,08,GA,14.12,cents per kilowatt-hour
3524,2023,08,GA,9.68,cents per kilowatt-hour
3529,2023,08,HI,39.77,cents per kilowatt-hour
3530,2023,08,HI,0.0,cents per kilowatt-hour
3536,2023,11,AR,12.31,cents per kilowatt-hour
3537,2023,11,AR,15.97,cents per kilowatt-hour
3542,2023,11,CA,29.54,cents per kilowatt-hour
3543,2023,11,CA,13.56,cents per kilowatt-hour
3548,2023,11,CO,14.58,cents per kilowatt-hour
3549,2023,11,CO,13.16,cents per kilowatt-hour
3554,2023,11,CT,26.98,cents per kilowatt-hour
3555,2023,11,CT,16.0,cents per kilowatt-hour
3560,2023,11,DE,17.22,cents per kilowatt-hour
3561,2023,11,DE,0.0,cents per kilowatt-hour
3566,2023,11,DC,16.99,cents per kilowatt-hour
3567,2023,11,DC,9.77,cents per kilowatt-hour
3572,2023,11,FL,15.37,cents per kilowatt-hour
3573,2023,11,FL,11.38,cents per kilowatt-hour
3578,2023,11,GA,13.16,cents per kilowatt-hour
3579,2023,11,GA,6.23,cents per kilowatt-hour
3584,2023,11,HI,43.53,cents per kilowatt-hour
3585,2023,11,HI,0.0,cents per kilowatt-hour
3590,2023,11,ID,11.48,cents per kilowatt-hour
3591,2023,11,ID,0.0,cents per kilowatt-hour
3596,2023,11,IL,15.65,cents per kilowatt-hour
3597,2023,11,IL,5.53,cents per kilowatt-hour
3603,2023,09,KY,12.61,cents per kilowatt-hour
3604,2023,09,KY,0.0,cents per kilowatt-hour
3607,2023,08,ID,11.56,cents per kilowatt-hour
3608,2023,08,ID,0.0,cents per kilowatt-hour
3613,2023,08,IL,13.74,cents per kilowatt-hour
3614,2023,08,IL,6.51,cents per kilowatt-hour
3619,2023,08,IN,14.17,cents per kilowatt-hour
3620,2023,08,IN,14.01,cents per kilowatt-hour
3625,2023,08,IA,15.17,cents per kilowatt-hour
3626,2023,08,IA,0.0,cents per kilowatt-hour
3631,2023,08,KS,13.35,cents per kilowatt-hour
3632,2023,08,KS,0.0,cents per kilowatt-hour
3637,2023,08,KY,12.33,cents per kilowatt-hour
3638,2023,08,KY,0.0,cents per kilowatt-hour
3643,2023,08,LA,11.06,cents per kilowatt-hour
3644,2023,08,LA,10.85,cents per kilowatt-hour
3648,2023,08,AK,25.14,cents per kilowatt-hour
3649,2023,08,AK,0.0,cents per kilowatt-hour
3652,2023,03,SC,13.83,cents per kilowatt-hour
3653,2023,03,SC,0.0,cents per kilowatt-hour
3658,2023,03,SD,11.41,cents per kilowatt-hour
3659,2023,03,SD,0.0,cents per kilowatt-hour
3664,2023,03,TN,12.4,cents per kilowatt-hour
3665,2023,03,TN,0.0,cents per kilowatt-hour
3670,2023,03,TX,14.61,cents per kilowatt-hour
3673,2023,07,MO,14.42,cents per kilowatt-hour
3674,2023,07,MO,12.86,cents per kilowatt-hour
3679,2023,07,MT,13.07,cents per kilowatt-hour
3680,2023,07,MT,0.0,cents per kilowatt-hour
3685,2023,07,NE,12.35,cents per kilowatt-hour
3686,2023,07,NE,0.0,cents per kilowatt-hour
3691,2023,07,NV,16.3,cents per kilowatt-hour
3692,2023,07,NV,12.97,cents per kilowatt-hour
3697,2023,07,NH,28.96,cents per kilowatt-hour
3698,2023,07,NH,0.0,cents per kilowatt-hour
3703,2023,07,NJ,18.42,cents per kilowatt-hour
3704,2023,07,NJ,12.95,cents per kilowatt-hour
3709,2023,07,NM,14.39,cents per kilowatt-hour
3710,2023,07,NM,0.0,cents per kilowatt-hour
3719,2023,10,AL,15.08,cents per kilowatt-hour
3720,2023,10,AL,0.0,cents per kilowatt-hour
3725,2023,10,AK,24.04,cents per kilowatt-hour
3726,2023,10,AK,0.0,cents per kilowatt-hour
3731,2023,10,AZ,14.53,cents per kilowatt-hour
3732,2023,10,AZ,10.51,cents per kilowatt-hour
3738,2023,11,IN,14.64,cents per kilowatt-hour
3739,2023,11,IN,12.18,cents per kilowatt-hour
3744,2023,11,IA,12.91,cents per kilowatt-hour
3745,2023,11,IA,0.0,cents per kilowatt-hour
3750,2023,11,KS,13.04,cents per kilowatt-hour
3751,2023,11,KS,0.0,cents per kilowatt-hour
3758,2023,06,WV,14.44,cents per kilowatt-hour
3759,2023,06,WV,0.0,cents per kilowatt-hour
3764,2023,06,WI,17.14,cents per kilowatt-hour
3765,2023,06,WI,17.63,cents per kilowatt-hour
3770,2023,06,WY,12.53,cents per kilowatt-hour
3771,2023,06,WY,0.0,cents per kilowatt-hour
3776,2023,06,NEW,28.34,cents per kilowatt-hour
3777,2023,06,NEW,11.54,cents per kilowatt-hour
3782,2023,06,MAT,19.57,cents per kilowatt-hour
3783,2023,06,MAT,14.41,cents per kilowatt-hour
3788,2023,06,ENC,16.37,cents per kilowatt-hour
3789,2023,06,ENC,7.33,cents per kilowatt-hour
3794,2023,06,WNC,14.16,cents per kilowatt-hour
3795,2023,06,WNC,11.53,cents per kilowatt-hour
3800,2023,06,SAT,14.7,cents per kilowatt-hour
3801,2023,06,SAT,10.05,cents per kilowatt-hour
3806,2023,06,ESC,13.24,cents per kilowatt-hour
3807,2023,06,ESC,0.0,cents per kilowatt-hour
3812,2023,06,WSC,13.63,cents per kilowatt-hour
3813,2023,06,WSC,7.29,cents per kilowatt-hour
3818,2023,06,MTN,14.17,cents per kilowatt-hour
3819,2023,06,MTN,13.69,cents per kilowatt-hour
3824,2023,06,PACC,23.63,cents per kilowatt-hour
3825,2023,06,PACC,11.66,cents per kilowatt-hour
3830,2023,06,PACN,35.02,cents per kilowatt-hour
3834,2023,11,MD,17.38,cents per kilowatt-hour
3835,2023,11,MD,11.71,cents per kilowatt-hour
3840,2023,11,MA,28.41,cents per kilowatt-hour
3841,2023,11,MA,6.6,cents per kilowatt-hour
3846,2023,11,MI,18.59,cents per kilowatt-hour
3847,2023,11,MI,14.35,cents per kilowatt-hour
3852,2023,11,MN,14.52,cents per kilowatt-hour
3853,2023,11,MN,12.34,cents per kilowatt-hour
3858,2023,11,MS,13.5,cents per kilowatt-hour
3859,2023,11,MS,0.0,cents per kilowatt-hour
3864,2023,11,MO,11.98,cents per kilowatt-hour
3865,2023,11,MO,8.97,cents per kilowatt-hour
3870,2023,11,MT,12.58,cents per kilowatt-hour
3871,2023,11,MT,0.0,cents per kilowatt-hour
3876,2023,11,NE,11.26,cents per kilowatt-hour
3877,2023,11,NE,0.0,cents per kilowatt-hour
3882,2023,11,NV,17.11,cents per kilowatt-hour
3883,2023,11,NV,12.21,cents per kilowatt-hour
3888,2023,09,DE,15.81,cents per kilowatt-hour
3889,2023,09,DE,0.0,cents per kilowatt-hour
3894,2023,09,DC,16.29,cents per kilowatt-hour
3895,2023,09,DC,9.21,cents per kilowatt-hour
3900,2023,02,RI,15.84,cents per kilowatt-hour
3905,2023,02,SC,14.06,cents per kilowatt-hour
3906,2023,02,SC,0.0,cents per kilowatt-hour
3911,2023,02,SD,11.46,cents per kilowatt-hour
3912,2023,02,SD,0.0,cents per kilowatt-hour
3917,2023,02,TN,12.54,cents per kilowatt-hour
3918,2023,02,TN,0.0,cents per kilowatt-hour
3923,2023,02,TX,14.72,cents per kilowatt-hour
3924,2023,02,TX,6.99,cents per kilowatt-hour
3929,2023,11,RI,29.78,cents per kilowatt-hour
3930,2023,11,RI,16.52,cents per kilowatt-hour
3935,2023,11,SC,13.76,cents per kilowatt-hour
3936,2023,11,SC,0.0,cents per kilowatt-hour
3941,2023,11,SD,12.21,cents per kilowatt-hour
3942,2023,11,SD,0.0,cents per kilowatt-hour
3947,2023,11,TN,12.6,cents per kilowatt-hour
3948,2023,11,TN,0.0,cents per kilowatt-hour
3953,2023,11,TX,14.79,cents per kilowatt-hour
3954,2023,11,TX,7.6,cents per kilowatt-hour
3959,2023,11,UT,11.05,cents per kilowatt-hour
3960,2023,11,UT,12.16,cents per kilowatt-hour
3967,2024,01,AL,14.4,cents per kilowatt-hour
3968,2024,01,AL,0.0,cents per kilowatt-hour
3973,2024,01,AK,23.78,cents per kilowatt-hour
3974,2024,01,AK,0.0,cents per kilowatt-hour
3979,2023,11,VT,21.57,cents per kilowatt-hour
3980,2023,11,VT,0.0,cents per kilowatt-hour
3985,2023,11,VA,13.93,cents per kilowatt-hour
3986,2023,11,VA,9.97,cents per kilowatt-hour
3991,2023,11,WA,11.07,cents per kilowatt-hour
3992,2023,11,WA,10.02,cents per kilowatt-hour
3996,2024,01,AZ,14.11,cents per kilowatt-hour
3997,2024,01,AZ,9.95,cents per kilowatt-hour
4002,2024,01,AR,11.24,cents per kilowatt-hour
4003,2024,01,AR,12.7,cents per kilowatt-hour
4008,2024,01,CA,29.49,cents per kilowatt-hour
4009,2024,01,CA,17.06,cents per kilowatt-hour
4014,2024,01,CO,14.26,cents per kilowatt-hour
4015,2024,01,CO,9.99,cents per kilowatt-hour
4020,2024,01,CT,27.4,cents per kilowatt-hour
4021,2024,01,CT,18.36,cents per kilowatt-hour
4026,2024,01,DE,15.59,cents per kilowatt-hour
4027,2024,01,DE,0.0,cents per kilowatt-hour
4032,2024,01,DC,16.89,cents per kilowatt-hour
4033,2024,01,DC,9.86,cents per kilowatt-hour
4038,2024,01,FL,14.79,cents per kilowatt-hour
4039,2024,01,FL,11.82,cents per kilowatt-hour
4044,2024,01,GA,12.34,cents per kilowatt-hour
4045,2024,01,GA,6.29,cents per kilowatt-hour
4050,2024,01,HI,44.28,cents per kilowatt-hour
4051,2024,01,HI,0.0,cents per kilowatt-hour
4056,2024,01,ID,10.79,cents per kilowatt-hour
4057,2024,01,ID,0.0,cents per kilowatt-hour
4062,2024,01,IL,15.03,cents per kilowatt-hour
4063,2024,01,IL,10.41,cents per kilowatt-hour
4068,2023,12,WV,13.35,cents per kilowatt-hour
4069,2023,12,WV,0.0,cents per kilowatt-hour
4074,2023,12,WI,16.58,cents per kilowatt-hour
4075,2023,12,WI,17.48,cents per kilowatt-hour
4080,2023,12,WY,11.32,cents per kilowatt-hour
4081,2023,12,WY,0.0,cents per kilowatt-hour
4086,2023,12,NEW,27.52,cents per kilowatt-hour
4087,2023,12,NEW,12.72,cents per kilowatt-hour
4092,2023,12,MAT,19.36,cents per kilowatt-hour
4093,2023,12,MAT,13.77,cents per kilowatt-hour
4098,2023,12,ENC,15.93,cents per kilowatt-hour
4099,2023,12,ENC,7.43,cents per kilowatt-hour
4104,2023,12,WNC,12.06,cents per kilowatt-hour
4105,2023,12,WNC,9.58,cents per kilowatt-hour
4114,2023,12,SAT,14.14,cents per kilowatt-hour
4115,2023,12,SAT,10.25,cents per kilowatt-hour
4120,2023,12,ESC,12.86,cents per kilowatt-hour
4121,2023,12,ESC,0.0,cents per kilowatt-hour
4126,2023,12,WSC,13.48,cents per kilowatt-hour
4127,2023,12,WSC,9.11,cents per kilowatt-hour
4132,2023,12,MTN,13.44,cents per kilowatt-hour
4133,2023,12,MTN,12.12,cents per kilowatt-hour
4138,2023,12,PACC,20.7,cents per kilowatt-hour
4139,2023,12,PACC,12.54,cents per kilowatt-hour
4144,2023,12,PACN,33.46,cents per kilowatt-hour
4145,2023,12,PACN,0.0,cents per kilowatt-hour
4150,2023,12,US,15.69,cents per kilowatt-hour
4151,2023,12,US,12.34,cents per kilowatt-hour
4156,2023,06,VA,15.13,cents per kilowatt-hour
4157,2023,06,VA,10.49,cents per kilowatt-hour
4162,2023,06,WA,11.21,cents per kilowatt-hour
4163,2023,06,WA,9.95,cents per kilowatt-hour
4166,2023,01,SAT,10.66,cents per kilowatt-hour
4171,2023,01,ESC,12.95,cents per kilowatt-hour
4172,2023,01,ESC,0.0,cents per kilowatt-hour
4177,2023,01,WSC,13.38,cents per kilowatt-hour
4178,2023,01,WSC,7.3,cents per kilowatt-hour
4183,2023,01,MTN,12.81,cents per kilowatt-hour
4184,2023,01,MTN,12.29,cents per kilowatt-hour
4189,2023,01,PACC,19.48,cents per kilowatt-hour
4190,2023,01,PACC,11.43,cents per kilowatt-hour
4195,2023,01,PACN,33.38,cents per kilowatt-hour
4196,2023,01,PACN,0.0,cents per kilowatt-hour
4201,2023,01,US,15.47,cents per kilowatt-hour
4202,2023,01,US,12.54,cents per kilowatt-hour
4207,2023,02,AL,15.34,cents per kilowatt-hour
4208,2023,02,AL,0.0,cents per kilowatt-hour
4213,2023,02,AK,22.92,cents per kilowatt-hour
4214,2023,02,AK,0.0,cents per kilowatt-hour
4219,2023,02,AZ,13.12,cents per kilowatt-hour
4220,2023,02,AZ,8.88,cents per kilowatt-hour
4225,2023,02,AR,11.99,cents per kilowatt-hour
4226,2023,02,AR,14.03,cents per kilowatt-hour
4231,2023,02,CA,27.25,cents per kilowatt-hour
4232,2023,02,CA,11.96,cents per kilowatt-hour
4237,2023,02,CO,14.23,cents per kilowatt-hour
4238,2023,02,CO,13.67,cents per kilowatt-hour
4243,2023,02,CT,34.38,cents per kilowatt-hour
4244,2023,02,CT,38.63,cents per kilowatt-hour
4249,2023,02,DE,15.01,cents per kilowatt-hour
4250,2023,02,DE,0.0,cents per kilowatt-hour
4256,2024,01,PA,17.43,cents per kilowatt-hour
4257,2024,01,PA,10.07,cents per kilowatt-hour
4262,2024,01,RI,31.26,cents per kilowatt-hour
4263,2024,01,RI,20.29,cents per kilowatt-hour
4268,2024,01,SC,13.54,cents per kilowatt-hour
4269,2024,01,SC,0.0,cents per kilowatt-hour
4274,2024,01,SD,11.18,cents per kilowatt-hour
4275,2024,01,SD,0.0,cents per kilowatt-hour
4280,2024,01,TN,12.25,cents per kilowatt-hour
4281,2024,01,TN,0.0,cents per kilowatt-hour
4286,2024,01,TX,14.28,cents per kilowatt-hour
4287,2024,01,TX,6.96,cents per kilowatt-hour
4292,2024,01,UT,10.85,cents per kilowatt-hour
4293,2024,01,UT,12.07,cents per kilowatt-hour
4298,2024,01,VT,21.11,cents per kilowatt-hour
4299,2024,01,VT,0.0,cents per kilowatt-hour
4304,2024,01,VA,13.5,cents per kilowatt-hour
4305,2024,01,VA,10.03,cents per kilowatt-hour
4310,2024,01,WA,11.09,cents per kilowatt-hour
4311,2024,01,WA,9.83,cents per kilowatt-hour
4316,2024,01,WV,13.65,cents per kilowatt-hour
4317,2024,01,WV,0.0,cents per kilowatt-hour
4322,2024,01,WI,16.46,cents per kilowatt-hour
4323,2024,01,WI,20.1,cents per kilowatt-hour
4328,2024,01,WY,10.86,cents per kilowatt-hour
4329,2024,01,WY,0.0,cents per kilowatt-hour
4334,2023,04,NY,19.81,cents per kilowatt-hour
4335,2023,04,NY,14.66,cents per kilowatt-hour
4340,2023,04,NC,12.91,cents per kilowatt-hour
4341,2023,04,NC,8.03,cents per kilowatt-hour
4346,2023,04,ND,10.28,cents per kilowatt-hour
4347,2023,04,ND,0.0,cents per kilowatt-hour
4352,2023,04,OH,15.01,cents per kilowatt-hour
4353,2023,04,OH,5.58,cents per kilowatt-hour
4358,2023,04,OK,12.17,cents per kilowatt-hour
4359,2023,04,OK,0.0,cents per kilowatt-hour
4364,2023,04,OR,12.55,cents per kilowatt-hour
4365,2023,04,OR,11.46,cents per kilowatt-hour
4370,2023,04,PA,18.36,cents per kilowatt-hour
4371,2023,04,PA,8.65,cents per kilowatt-hour
4376,2024,01,NEW,27.36,cents per kilowatt-hour
4377,2024,01,NEW,13.34,cents per kilowatt-hour
4382,2024,01,MAT,19.68,cents per kilowatt-hour
4383,2024,01,MAT,13.21,cents per kilowatt-hour
4388,2024,01,ENC,15.75,cents per kilowatt-hour
4389,2024,01,ENC,10.19,cents per kilowatt-hour
4392,2023,04,KY,12.79,cents per kilowatt-hour
4393,2023,04,KY,0.0,cents per kilowatt-hour
4398,2023,04,LA,11.2,cents per kilowatt-hour
4399,2023,04,LA,10.51,cents per kilowatt-hour
4404,2023,04,ME,28.61,cents per kilowatt-hour
4405,2023,04,ME,0.0,cents per kilowatt-hour
4410,2023,04,MD,15.92,cents per kilowatt-hour
4411,2023,04,MD,11.18,cents per kilowatt-hour
4416,2023,04,MA,32.36,cents per kilowatt-hour
4417,2023,04,MA,7.5,cents per kilowatt-hour
4422,2023,04,MI,18.41,cents per kilowatt-hour
4423,2023,04,MI,13.6,cents per kilowatt-hour
4428,2023,04,MN,14.71,cents per kilowatt-hour
4429,2023,04,MN,12.44,cents per kilowatt-hour
4434,2023,04,MS,13.9,cents per kilowatt-hour
4435,2023,04,MS,0.0,cents per kilowatt-hour
4440,2023,04,MO,11.79,cents per kilowatt-hour
4441,2023,04,MO,7.88,cents per kilowatt-hour
4446,2023,04,MT,12.26,cents per kilowatt-hour
4447,2023,04,MT,0.0,cents per kilowatt-hour
4452,2023,04,NE,11.19,cents per kilowatt-hour
4453,2023,04,NE,0.0,cents per kilowatt-hour
4458,2023,04,NV,17.59,cents per kilowatt-hour
4459,2023,04,NV,13.15,cents per kilowatt-hour
4464,2023,04,NH,30.8,cents per kilowatt-hour
4465,2023,04,NH,0.0,cents per kilowatt-hour
4470,2023,04,NJ,17.37,cents per kilowatt-hour
4471,2023,04,NJ,12.48,cents per kilowatt-hour
4476,2023,04,NM,13.43,cents per kilowatt-hour
4477,2023,04,NM,0.0,cents per kilowatt-hour
4480,2023,09,ENC,7.19,cents per kilowatt-hour
4485,2023,09,WNC,13.95,cents per kilowatt-hour
4486,2023,09,WNC,13.01,cents per kilowatt-hour
4491,2023,09,SAT,14.86,cents per kilowatt-hour
4492,2023,09,SAT,9.94,cents per kilowatt-hour
4497,2023,09,ESC,12.97,cents per kilowatt-hour
4498,2023,09,ESC,0.0,cents per kilowatt-hour
4503,2023,09,WSC,13.96,cents per kilowatt-hour
4504,2023,09,WSC,7.68,cents per kilowatt-hour
4509,2023,09,MTN,14.34,cents per kilowatt-hour
4510,2023,09,MTN,13.87,cents per kilowatt-hour
4515,2023,09,PACC,24.29,cents per kilowatt-hour
4516,2023,09,PACC,14.61,cents per kilowatt-hour
4521,2023,09,PACN,34.92,cents per kilowatt-hour
4522,2023,09,PACN,0.0,cents per kilowatt-hour
4535,2024,01,WNC,11.81,cents per kilowatt-hour
4536,2024,01,WNC,9.16,cents per kilowatt-hour
4541,2024,01,SAT,13.95,cents per kilowatt-hour
4542,2024,01,SAT,10.05,cents per kilowatt-hour
4547,2024,01,ESC,12.95,cents per kilowatt-hour
4548,2024,01,ESC,0.0,cents per kilowatt-hour
4553,2024,01,WSC,13.11,cents per kilowatt-hour
4554,2024,01,WSC,8.37,cents per kilowatt-hour
4559,2024,01,MTN,13.33,cents per kilowatt-hour
4560,2024,01,MTN,10.72,cents per kilowatt-hour
4565,2024,01,PACC,21.11,cents per kilowatt-hour
4566,2024,01,PACC,16.01,cents per kilowatt-hour
4571,2024,01,PACN,34.01,cents per kilowatt-hour
4572,2024,01,PACN,0.0,cents per kilowatt-hour
4577,2024,01,US,15.47,cents per kilowatt-hour
4578,2024,01,US,12.64,cents per kilowatt-hour
4579,2023,09,US,16.27,cents per kilowatt-hour
4580,2023,09,US,14.45,cents per kilowatt-hour
4581,2023,12,SC,13.26,cents per kilowatt-hour
4582,2023,12,SC,0.0,cents per kilowatt-hour
4587,2023,12,SD,11.8,cents per kilowatt-hour
4588,2023,12,SD,0.0,cents per kilowatt-hour
4593,2023,12,TN,12.11,cents per kilowatt-hour
4594,2023,12,TN,0.0,cents per kilowatt-hour
4599,2023,12,TX,14.64,cents per kilowatt-hour
4600,2023,12,TX,8.97,cents per kilowatt-hour
4605,2023,12,UT,10.87,cents per kilowatt-hour
4606,2023,12,UT,12.08,cents per kilowatt-hour
4607,2024,01,ME,25.92,cents per kilowatt-hour
4608,2024,01,ME,0.0,cents per kilowatt-hour
4613,2024,01,MD,17.5,cents per kilowatt-hour
4614,2024,01,MD,11.19,cents per kilowatt-hour
4619,2024,01,MA,28.39,cents per kilowatt-hour
4620,2024,01,MA,9.83,cents per kilowatt-hour
4625,2024,01,MI,18.34,cents per kilowatt-hour
4626,2024,01,MI,13.78,cents per kilowatt-hour
4631,2024,01,MN,14.04,cents per kilowatt-hour
4632,2024,01,MN,11.31,cents per kilowatt-hour
4637,2024,01,MS,12.72,cents per kilowatt-hour
4638,2024,01,MS,0.0,cents per kilowatt-hour
4643,2024,01,MO,11.06,cents per kilowatt-hour
4644,2024,01,MO,7.7,cents per kilowatt-hour
4649,2024,01,MT,11.98,cents per kilowatt-hour
4650,2024,01,MT,0.0,cents per kilowatt-hour
4655,2024,01,NE,9.85,cents per kilowatt-hour
4656,2024,01,NE,0.0,cents per kilowatt-hour
4661,2024,01,NV,16.38,cents per kilowatt-hour
